total_distance_km,average_trip_speed_kmph,ambient_temperature_C,trip_duration_min,charging_cycles,fast_charging_ratio_%,average_battery_temperature_C,battery_health_%
10227.78,33.7,22.89,34.4,201,19.94,25.0,83.68
19856.43,23.07,22.3,44.42,384,7.8,26.6,77.72
17736.83,35.72,32.31,32.02,322,37.44,33.68,76.83
3920.94,46.8,43.65,62.12,65,56.11,50.0,81.32
5140.25,38.8,44.17,25.61,93,39.39,50.0,81.23
33661.43,35.35,34.75,66.33,600,7.13,37.23,45.0
10352.98,24.77,36.41,71.85,146,29.87,47.52,81.24
8603.37,29.8,29.72,19.95,164,20.39,37.08,83.06
20691.55,24.01,36.45,62.06,395,19.99,39.47,69.73
30981.14,52.3,40.09,86.91,559,10.95,50.0,45.0
3415.91,25.41,27.01,25.43,50,22.81,31.87,91.46
23495.51,43.81,31.7,82.74,413,18.76,39.74,68.63
5649.21,33.71,28.81,58.48,125,24.61,36.82,85.78
2421.98,29.04,29.69,57.28,50,30.57,32.95,92.14
3057.01,45.58,41.15,14.15,73,23.69,50.0,82.61
33532.4,38.28,22.45,69.86,599,20.34,37.03,45.0
5600.93,36.01,17.29,48.26,101,42.02,25.0,92.07
2760.9,43.71,25.97,67.69,50,33.44,34.16,93.96
18078.1,39.65,17.28,74.73,300,13.61,25.2,79.59
33915.75,32.14,27.44,51.9,653,14.33,35.18,45.0
11233.93,42.36,41.62,31.09,225,38.42,50.0,75.53
17446.79,46.78,31.61,21.33,333,10.27,39.29,74.2
2556.98,21.07,39.94,22.84,69,26.73,48.44,85.02
18514.06,38.63,15.82,79.35,349,23.57,26.02,75.89
23526.91,22.31,41.53,19.89,451,9.8,50.0,57.08
23265.38,27.46,31.06,40.78,406,1.02,36.1,69.69
13964.64,42.42,11.11,36.74,288,36.46,25.0,80.88
13305.79,54.65,32.16,79.24,274,14.28,40.22,77.93
5158.32,55.31,43.3,48.22,103,19.86,47.99,85.56
15305.13,22.8,12.77,89.72,271,9.8,25.0,81.69
4880.29,36.76,30.39,68.96,58,16.67,37.75,90.8
30897.24,43.32,42.04,78.07,567,23.0,45.93,45.0
38684.7,25.88,10.34,17.89,745,22.15,25.0,45.0
38832.9,50.62,32.08,30.25,677,15.46,36.04,45.0
34737.77,49.77,26.62,20.84,657,14.35,32.69,45.0
24430.89,56.13,22.14,47.09,432,17.92,25.0,72.7
28333.76,20.34,31.96,67.46,506,36.52,41.58,51.44
12123.03,28.67,11.84,23.53,191,18.12,25.0,86.96
25600.05,53.09,36.36,20.41,447,20.43,40.56,64.23
18770.33,46.82,10.16,59.17,357,32.12,25.0,75.9
19798.68,55.78,20.74,28.43,379,20.19,31.37,74.38
30553.29,22.29,27.64,48.35,561,23.57,36.54,45.0
11994.82,43.88,23.2,14.09,206,29.33,35.87,81.33
13403.54,42.76,20.76,64.45,216,21.06,25.0,84.42
37061.03,21.43,39.08,53.31,675,33.73,41.91,45.0
3192.75,40.54,42.72,61.79,50,15.74,48.97,86.04
19939.74,44.38,40.58,32.03,368,15.85,50.0,65.24
36599.23,27.65,28.29,32.29,657,9.61,37.62,45.0
24804.16,30.93,40.95,74.11,444,18.41,50.0,62.31
22309.88,45.61,42.23,67.48,410,14.47,46.23,67.25
10740.02,38.73,24.32,56.38,204,39.24,30.2,83.19
14387.74,54.32,19.92,60.25,292,21.67,25.82,81.71
34229.89,33.7,13.44,17.52,614,27.88,25.0,45.0
22809.51,30.67,26.77,78.49,428,22.41,36.12,68.58
21074.95,59.39,43.12,71.59,428,41.51,50.0,64.77
4883.61,56.45,29.63,57.24,103,51.83,33.34,90.07
1625.1,21.16,33.36,83.49,59,31.28,38.19,92.64
38583.72,50.83,13.95,23.49,686,11.71,25.0,45.0
15702.46,24.41,15.02,64.93,267,51.68,26.18,78.24
24525.31,21.1,26.26,87.04,442,49.8,34.66,66.23
4108.89,30.95,43.29,34.8,73,29.73,48.96,81.84
27641.46,30.77,22.63,11.22,529,37.88,27.77,57.34
37370.1,52.77,40.71,68.79,661,45.54,46.8,45.0
23450.94,48.43,14.21,10.56,424,16.08,25.69,72.5
5918.5,59.26,31.6,79.8,134,13.6,36.88,86.58
23687.14,48.46,31.02,14.5,436,30.1,35.42,66.45
30887.54,36.73,40.1,62.22,561,12.09,45.78,45.0
16850.24,47.96,10.12,40.17,312,12.23,25.0,80.07
35313.67,59.98,16.65,26.27,614,40.12,25.0,45.0
26298.64,48.41,17.69,81.86,450,15.74,25.0,70.1
36070.71,50.47,43.25,69.7,616,33.26,50.0,45.0
25316.71,57.53,15.38,37.24,465,2.59,25.0,71.07
6120.23,24.55,11.29,32.73,134,32.88,25.0,89.17
13077.98,48.19,28.71,68.88,257,64.8,35.27,76.93
8870.0,54.03,28.5,76.93,190,64.88,36.7,79.01
36444.23,58.18,39.54,67.27,699,21.18,44.66,45.0
30655.6,28.44,43.21,61.2,561,36.27,46.38,45.0
27379.54,40.16,28.85,28.23,496,24.48,37.32,62.52
12737.69,47.22,42.55,78.22,268,37.05,50.0,73.67
8177.75,29.9,35.38,69.97,131,30.59,41.92,81.99
30501.59,44.02,19.26,51.38,525,18.17,27.45,49.73
19492.16,30.3,42.49,50.93,346,59.78,49.14,65.36
9805.79,33.34,33.36,55.53,167,28.61,39.08,82.39
25048.26,37.66,24.49,76.26,457,24.87,33.32,67.37
2573.02,41.17,33.81,69.38,50,68.72,39.92,87.69
13720.64,37.97,24.05,78.5,259,2.72,28.14,82.46
19273.72,39.73,14.0,50.58,336,37.09,25.0,76.24
6770.38,31.94,35.16,59.97,154,29.3,38.32,85.17
39401.52,26.36,38.84,78.37,687,38.17,48.53,45.0
9154.8,21.89,35.51,28.59,163,55.82,44.96,77.32
6083.77,27.84,18.02,45.52,102,44.44,28.25,89.54
8937.86,43.28,43.48,59.65,168,47.46,47.13,76.72
30993.38,51.44,10.88,83.21,587,23.52,25.0,49.26
17594.72,26.77,21.64,11.27,327,32.63,35.29,75.9
23051.22,24.34,19.1,27.01,416,30.08,25.0,74.77
1819.36,49.97,11.68,28.76,50,5.34,25.0,96.57
2342.82,32.21,24.2,36.13,64,15.2,31.11,93.9
18387.2,58.06,31.81,32.54,341,13.77,37.33,72.41
32849.55,48.57,40.89,57.21,607,15.81,46.56,45.0
35524.32,33.07,44.64,80.85,662,46.08,50.0,45.0
4381.56,31.58,38.28,60.96,50,29.77,41.22,88.12
21996.16,40.95,26.4,29.32,391,59.42,30.15,70.27
36615.96,23.17,35.33,79.1,675,17.16,40.64,45.0
16130.94,24.71,39.53,60.56,286,27.41,37.09,76.75
33353.07,27.03,26.29,27.52,599,25.82,29.97,45.0
6214.13,50.99,37.48,38.93,122,17.33,44.52,86.56
37480.39,40.55,26.89,73.2,691,7.46,32.36,45.0
30305.51,20.42,23.53,69.11,563,59.07,27.67,46.47
37712.04,46.94,28.41,56.13,666,12.54,34.84,45.0
27388.07,36.95,33.65,21.58,463,21.15,39.8,65.53
15172.75,40.43,35.44,74.26,296,8.8,44.26,73.99
37589.07,28.56,22.49,34.6,665,28.94,30.07,45.0
11747.1,42.07,30.0,71.73,193,38.58,36.46,79.55
13954.73,59.17,41.85,61.81,231,13.11,45.6,74.3
28331.53,22.94,44.17,31.13,544,26.48,50.0,47.55
30847.34,31.36,17.95,26.99,566,17.38,25.0,48.15
37246.74,29.72,16.75,20.47,686,33.25,29.72,45.0
8987.29,29.94,33.68,29.36,181,29.8,35.93,83.37
32121.92,35.15,24.51,22.63,583,55.17,31.73,45.0
29803.3,52.72,10.85,59.36,567,37.14,25.0,53.47
3487.99,56.51,22.14,57.9,50,16.59,28.76,93.42
16101.7,28.09,38.24,56.89,266,26.5,45.55,69.89
12027.85,41.72,37.91,61.35,190,17.17,41.78,80.39
12875.13,45.48,27.31,75.18,245,8.2,36.28,83.27
39334.93,40.87,26.54,83.08,728,16.68,36.01,45.0
26068.32,37.36,30.28,28.43,462,34.76,36.45,62.66
28989.37,27.68,17.68,57.02,521,42.88,26.43,56.25
39088.09,39.53,28.41,16.27,742,21.03,40.63,45.0
15710.87,36.05,10.39,19.61,268,45.27,25.0,80.35
32271.77,51.82,26.64,62.35,594,26.68,34.79,45.0
17946.71,50.54,21.76,48.93,309,9.06,25.0,79.19
34911.81,25.36,33.62,70.67,662,14.38,43.08,45.0
8045.64,23.54,32.34,44.05,162,46.71,38.36,83.54
37959.76,56.33,23.33,20.21,655,20.87,32.83,45.0
9532.1,41.42,10.25,79.76,167,61.73,25.0,85.05
13722.6,54.31,18.83,16.63,198,35.31,25.0,82.14
30491.5,22.33,32.17,25.12,577,61.8,38.36,45.0
16356.45,41.06,12.53,32.16,349,19.5,25.0,78.72
24720.24,41.58,13.77,89.62,395,24.56,29.9,67.92
18338.37,54.43,32.65,43.35,298,36.11,36.95,72.5
29952.43,23.9,36.45,50.14,549,45.98,38.92,51.69
9904.92,29.62,21.25,71.58,180,26.32,28.14,85.88
3279.86,36.26,27.14,60.91,50,51.81,34.88,91.04
12697.25,54.63,43.1,77.31,187,23.73,50.0,73.21
19498.04,57.56,43.09,48.91,363,23.38,50.0,65.15
7552.78,59.71,20.76,87.77,160,18.97,29.12,90.04
14837.09,58.37,38.35,73.74,341,28.72,43.05,72.08
16599.34,20.24,30.79,42.11,334,26.58,38.86,74.36
3238.28,21.91,44.14,40.5,50,12.25,47.63,88.51
23748.98,25.9,26.72,84.36,432,63.81,29.26,67.58
35489.39,33.95,37.11,64.75,660,10.93,47.75,45.0
6917.97,53.2,36.88,59.71,109,35.2,46.93,81.1
24314.51,55.71,27.41,70.63,462,37.73,28.07,65.18
26924.83,27.47,37.85,54.87,507,24.02,48.42,52.39
17354.05,44.79,19.14,22.73,346,49.43,26.59,78.58
28342.81,56.69,14.28,35.54,535,21.14,25.0,56.79
17018.53,38.55,24.88,54.64,317,24.21,26.82,81.09
20680.85,24.14,43.03,11.45,360,22.21,48.16,67.74
1286.77,38.31,27.53,44.99,50,53.4,32.41,88.79
27977.08,35.03,32.23,70.46,514,7.73,38.59,52.41
26792.36,43.11,31.85,23.14,477,36.88,39.13,58.07
2497.63,37.55,14.64,15.16,50,60.54,25.0,94.73
15361.75,20.69,23.66,76.88,307,50.04,29.02,76.54
39182.24,59.76,34.74,59.38,747,55.98,40.25,45.0
17408.73,41.74,44.02,24.13,286,7.2,49.06,70.52
20575.87,38.95,15.88,74.5,369,44.55,25.0,74.2
36487.28,58.18,24.37,62.65,653,24.14,38.21,45.0
28973.21,26.23,13.33,36.73,535,52.64,25.0,57.43
23700.74,27.57,18.48,40.1,374,22.79,25.0,72.35
32114.38,52.32,23.19,22.47,547,42.36,32.12,45.0
34710.28,30.43,28.92,76.82,628,25.01,38.58,45.0
18818.63,51.97,18.07,50.72,362,39.03,27.13,74.54
19529.23,30.86,17.96,54.56,357,12.59,25.0,77.13
16055.99,21.33,37.22,80.68,309,31.94,47.58,71.93
38701.54,40.68,43.69,11.27,709,27.08,50.0,45.0
28189.48,27.87,21.33,15.35,544,20.57,30.63,52.02
4245.7,50.31,34.08,22.93,114,32.53,42.43,84.94
34655.43,45.65,19.03,12.4,611,27.13,28.94,45.0
19741.84,56.94,42.48,62.65,381,8.16,49.79,66.44
3681.4,51.32,33.55,60.71,80,16.06,41.66,86.88
22438.97,27.23,38.09,26.86,471,20.77,43.92,63.58
17269.41,52.01,11.73,21.95,294,3.64,25.0,81.76
35232.23,45.67,30.95,21.65,638,18.39,42.99,45.0
8955.79,46.76,28.47,86.26,137,57.66,33.87,88.13
33232.12,53.29,20.25,65.48,580,46.28,26.32,45.0
22749.86,42.95,19.19,56.83,423,49.76,25.08,69.78
3129.8,38.64,30.3,35.8,62,9.22,38.22,93.41
38901.97,45.47,34.73,44.64,721,17.3,37.34,45.0
20991.99,31.92,11.16,17.15,395,14.54,25.0,77.73
12344.2,27.3,29.86,89.85,219,21.66,36.2,82.93
19306.87,44.66,15.97,70.41,345,39.48,25.0,77.13
34456.45,29.35,14.91,59.72,602,5.55,25.0,45.0
12891.22,23.2,31.81,57.02,217,33.71,40.01,77.26
8514.38,20.02,20.88,50.35,153,26.86,25.96,86.9
6033.78,44.33,25.43,30.59,115,7.85,32.71,88.83
12616.52,34.49,22.6,28.11,247,8.89,32.77,80.12
31421.88,50.09,32.69,53.96,587,40.9,40.25,45.0
19393.43,35.01,26.45,15.62,392,10.18,35.14,74.18
9871.78,39.44,43.72,15.96,155,15.12,47.39,81.21
7481.21,36.28,22.33,54.87,130,74.4,25.0,85.3
13976.45,46.02,35.91,83.58,232,40.21,45.56,75.07
37657.05,34.25,19.01,83.14,717,5.71,30.55,45.0
14378.04,58.55,27.81,10.87,249,29.2,38.92,77.21
39536.84,57.45,29.34,18.59,748,12.37,33.22,45.0
19923.99,53.92,21.52,56.65,399,5.51,26.69,74.54
7987.39,56.81,26.51,77.88,156,38.44,27.46,85.72
35754.46,37.97,19.77,86.36,657,14.61,25.0,45.0
18953.86,41.46,10.21,78.85,346,10.0,25.0,76.74
28677.18,49.68,17.55,64.21,513,17.67,25.71,58.14
39364.75,47.85,34.5,26.04,705,21.87,41.65,45.0
2956.84,55.63,36.98,15.81,50,38.96,46.84,85.37
4771.09,48.65,19.81,13.8,132,20.66,29.53,90.71
29097.81,59.92,24.28,58.97,503,50.6,31.2,53.98
11991.18,33.94,11.31,12.9,223,8.97,25.0,82.78
8187.75,53.32,18.3,69.14,167,41.8,25.38,88.75
2535.11,47.91,37.27,67.0,50,12.62,47.46,88.47
1852.02,47.66,31.21,16.37,50,13.35,42.0,89.32
31204.94,33.03,17.2,82.53,530,35.99,25.0,48.87
6242.9,51.42,19.01,51.75,147,20.82,27.19,89.26
19241.1,56.02,38.59,82.36,378,53.91,46.79,63.87
24629.98,28.74,17.32,82.13,445,53.82,25.0,69.61
17705.72,45.02,21.7,25.76,300,18.55,32.38,78.32
2057.16,35.69,33.25,40.45,57,21.28,35.28,92.38
31556.56,59.58,29.64,20.77,545,33.56,37.25,45.0
1410.02,39.15,26.13,72.0,50,28.41,34.81,91.68
30713.71,29.13,41.49,50.33,557,52.34,48.36,45.0
35838.88,35.27,17.69,84.3,690,4.51,25.0,45.0
17880.76,46.15,35.95,26.66,341,45.31,46.3,69.56
21886.16,23.04,15.57,65.07,382,19.8,25.0,75.76
19602.35,44.14,31.55,89.14,314,21.82,40.72,70.8
16179.14,57.25,40.47,63.23,295,47.51,46.33,70.26
35609.56,54.01,26.03,15.5,654,6.11,28.96,45.0
35863.41,22.71,35.35,57.07,650,42.26,42.98,45.0
14096.84,59.74,38.71,24.39,301,39.82,41.94,71.09
24987.72,47.95,14.76,12.44,451,29.08,25.0,71.2
37149.39,26.49,34.7,36.8,618,27.08,41.03,45.0
38520.28,20.5,42.19,31.29,690,28.37,50.0,45.0
20849.4,26.85,30.17,73.1,390,26.03,40.07,69.71
18660.17,53.53,16.51,39.89,349,47.53,25.0,75.01
11869.08,20.87,14.44,68.64,211,27.2,25.0,84.3
38396.0,29.33,19.09,11.3,690,43.27,28.05,45.0
6569.76,50.29,13.62,11.18,69,16.86,25.0,94.43
23613.35,43.44,27.97,12.35,431,21.56,40.31,68.11
12019.46,51.31,12.44,27.55,210,25.39,25.0,84.88
11881.32,49.85,17.82,39.92,222,42.55,25.0,80.98
16793.77,22.02,25.4,58.63,318,38.87,27.25,77.54
39952.92,55.7,26.59,88.87,757,17.67,26.93,45.0
3143.69,29.08,29.79,38.35,50,60.83,34.05,88.02
23563.13,42.14,34.7,14.45,396,24.49,40.61,67.08
4220.31,45.77,11.65,25.59,62,33.33,25.0,92.01
7026.31,26.75,12.82,81.83,109,46.03,25.0,92.66
18142.95,59.05,12.13,65.95,309,10.06,25.0,78.46
20907.95,39.53,24.81,73.22,416,31.96,32.98,66.57
11092.9,22.31,11.46,19.93,205,35.8,25.0,86.19
13341.83,57.49,36.11,20.8,292,13.86,44.42,76.02
4391.71,43.45,17.81,18.98,80,39.57,25.0,91.55
12825.57,47.97,42.87,78.57,204,41.7,50.0,72.16
38695.78,41.01,27.02,26.8,683,17.58,33.05,45.0
37843.59,53.39,25.62,61.45,714,50.72,30.96,45.0
14060.25,21.33,37.32,51.29,227,27.79,48.17,75.52
23263.3,30.74,34.96,53.55,437,41.22,43.61,63.05
36474.22,38.79,31.26,25.63,654,13.79,33.6,45.0
1241.17,23.06,42.73,60.82,50,25.4,50.0,87.07
32616.66,48.24,24.78,13.45,628,34.24,28.69,45.0
37986.41,35.75,38.3,89.48,676,56.16,43.83,45.0
4561.7,30.91,23.3,12.14,62,3.08,29.82,92.69
7296.46,20.14,39.34,14.01,131,36.7,41.44,82.48
38469.11,48.79,19.08,35.97,687,27.16,25.02,45.0
21964.07,53.35,20.12,76.53,455,17.6,25.0,72.28
1553.67,35.8,33.73,30.58,55,16.08,39.73,91.2
11047.65,42.57,17.44,47.75,186,29.18,26.44,86.29
18547.8,29.11,18.02,11.44,325,45.31,30.66,73.64
28023.45,44.89,20.68,16.31,459,25.75,32.78,66.54
29593.25,20.49,33.76,58.64,541,7.9,37.79,52.82
39821.44,39.55,41.13,25.55,705,55.87,50.0,45.0
12212.94,45.77,33.61,65.54,224,26.01,38.01,79.36
21990.58,56.73,38.97,72.83,351,8.05,41.98,69.14
21799.62,35.25,29.02,78.03,396,27.48,35.41,70.7
16820.17,50.61,12.41,20.7,348,26.83,25.0,77.43
7597.31,43.91,13.52,46.44,139,34.5,25.0,89.16
39120.81,57.08,29.4,85.77,692,30.09,34.21,45.0
34279.37,35.94,21.47,71.77,623,54.36,31.59,45.0
20434.99,32.76,17.72,19.36,370,23.25,25.0,75.02
24526.57,55.49,26.32,50.2,501,70.4,30.85,55.87
9863.18,21.97,33.33,83.79,171,13.82,35.9,87.25
22207.7,25.46,23.47,45.2,374,31.61,27.43,74.9
28103.84,23.3,38.09,76.99,512,29.71,43.71,50.45
21091.51,53.72,35.85,49.67,388,25.16,42.7,67.04
39621.12,20.42,35.72,18.54,734,30.21,43.66,45.0
24842.32,54.47,44.48,21.83,471,44.49,50.0,60.39
15467.97,38.05,20.33,13.73,330,27.04,28.91,78.46
31113.93,20.16,32.57,25.63,551,55.05,39.0,45.0
7648.04,36.07,39.94,81.49,122,28.54,47.64,81.0
15996.12,27.47,30.28,62.02,244,34.54,34.35,77.56
14531.4,44.98,37.63,69.11,281,23.19,46.52,72.93
17840.48,47.17,24.51,59.73,302,24.83,32.64,75.05
31489.41,39.5,30.67,40.92,595,27.13,40.92,45.0
19882.75,21.62,11.95,27.35,349,10.14,25.0,78.14
31966.56,46.25,44.5,84.05,624,14.95,50.0,45.0
23483.07,53.68,38.0,51.19,391,8.81,49.76,61.89
14340.71,48.81,40.41,48.49,286,30.33,48.5,73.24
32589.17,53.2,34.3,89.69,615,13.07,45.56,45.0
10293.3,28.02,16.51,40.71,200,44.0,28.71,82.2
9750.94,55.56,11.09,78.33,149,23.61,25.0,89.59
20675.61,32.89,40.26,78.99,389,30.53,44.21,67.85
11173.12,20.54,23.87,28.61,206,40.42,26.16,81.38
1354.39,53.74,19.24,17.59,50,55.74,26.03,95.45
26283.6,57.67,29.66,88.05,517,25.72,33.42,58.37
20932.66,46.22,24.73,44.07,372,19.32,37.26,69.05
18375.19,29.26,32.81,10.18,371,7.1,33.56,75.26
38711.77,30.07,26.93,49.92,702,41.7,32.33,45.0
23276.77,38.66,34.4,59.54,448,17.78,44.87,64.19
34673.83,55.91,39.87,72.09,609,30.21,47.27,45.0
6438.56,25.98,16.84,85.44,122,32.33,26.28,89.85
23199.05,53.04,21.53,83.21,425,49.12,25.41,73.28
34851.21,31.65,25.29,85.21,626,47.67,27.93,45.0
23741.12,52.34,43.67,12.57,410,24.44,50.0,64.9
29002.55,56.81,22.79,66.94,451,52.4,31.27,63.89
15509.7,37.1,23.34,28.07,261,33.3,32.54,77.91
4605.53,34.6,32.87,25.0,101,17.29,39.5,88.2
18858.11,52.09,24.67,74.03,308,11.63,36.87,75.79
16384.7,41.18,43.29,43.37,268,53.17,50.0,69.77
34815.35,47.38,41.31,83.33,597,12.27,50.0,45.0
10515.82,44.91,27.97,13.39,196,17.4,36.32,82.56
38702.63,26.12,32.57,74.17,681,4.77,33.53,45.0
38367.39,53.79,12.03,20.95,728,52.61,25.0,45.0
10657.63,27.83,34.35,24.13,212,22.24,43.39,78.11
14574.03,57.29,34.75,48.19,270,15.09,44.66,73.83
35926.67,30.02,22.57,41.65,661,13.03,27.48,45.0
38698.27,49.36,17.69,48.89,685,24.15,27.65,45.0
18294.13,31.39,42.03,85.2,314,20.17,45.23,69.27
13518.88,32.71,24.93,62.59,264,11.01,32.94,82.95
21517.67,32.4,32.88,33.22,414,19.33,38.12,69.28
27823.0,49.92,11.17,23.83,523,22.41,25.0,59.46
11665.51,42.27,24.49,43.6,200,17.27,28.45,84.17
29722.45,55.32,38.6,46.13,531,45.22,48.88,45.0
3014.64,32.29,23.57,58.1,50,40.89,33.74,91.88
2922.49,47.68,31.11,31.28,72,46.72,36.29,89.73
16065.22,50.12,17.34,71.4,243,33.28,25.0,82.05
14785.45,26.06,24.58,17.88,214,20.04,27.58,82.94
13309.7,36.02,42.47,54.84,192,26.63,50.0,72.95
20149.77,39.31,29.83,59.88,313,22.59,39.85,74.02
13508.61,34.23,41.57,26.55,280,46.11,44.32,75.5
8498.06,32.88,41.57,76.08,174,23.22,43.06,83.64
13069.31,47.46,43.05,59.23,208,33.21,50.0,71.51
39021.27,28.63,41.34,61.66,707,51.62,50.0,45.0
17033.42,48.38,10.11,49.82,346,20.15,25.0,79.9
18343.8,57.4,42.69,82.77,346,56.79,47.85,67.42
23485.25,42.61,14.81,65.51,480,25.3,25.0,70.12
39350.29,44.46,11.4,40.55,713,27.92,25.0,45.0
10422.45,22.76,11.94,29.09,173,23.32,25.0,88.41
27570.0,54.58,22.21,15.68,474,18.23,27.12,68.35
28923.4,31.42,31.73,23.23,526,25.82,41.98,49.3
24685.65,44.6,24.08,89.41,472,68.42,28.79,68.08
4454.56,59.16,10.89,42.54,83,26.0,25.0,95.63
27398.02,43.82,26.68,81.89,489,13.63,33.64,65.74
3499.69,48.99,25.47,23.65,95,6.26,34.67,91.97
24249.56,37.81,36.49,44.03,454,3.45,46.23,61.48
29843.67,22.41,19.79,86.84,540,34.58,25.0,55.72
9227.83,51.9,17.61,17.29,149,8.02,29.11,85.97
33823.26,21.4,18.96,57.52,609,23.68,25.0,46.73
2183.8,48.03,20.63,83.53,52,13.33,28.77,95.54
33908.7,20.92,30.97,85.97,597,43.1,34.36,45.0
18952.83,54.49,26.5,77.68,314,40.36,34.47,73.16
9485.93,26.31,21.79,78.47,160,33.24,28.25,82.08
6217.35,40.57,23.1,62.17,112,20.29,29.4,88.62
38178.98,43.89,22.98,27.63,728,29.47,32.55,45.0
3833.96,38.3,44.03,68.45,50,35.5,50.0,84.75
8764.64,33.63,18.15,88.27,165,27.86,27.15,86.6
14565.07,38.71,38.63,52.07,258,31.4,39.29,78.01
25189.16,32.46,34.79,30.86,452,19.44,41.65,62.74
22247.24,37.52,10.19,55.88,443,8.4,25.0,73.24
5900.1,34.36,44.76,65.25,109,21.2,50.0,81.1
12299.39,42.65,36.48,26.66,201,41.68,48.24,76.93
10311.32,29.52,33.89,67.54,210,14.77,43.77,80.38
9328.17,59.55,24.19,56.99,190,18.16,29.91,84.39
17034.63,40.03,29.43,58.99,285,22.68,35.53,75.81
28457.23,27.77,18.86,34.48,488,35.64,25.0,65.23
9480.66,39.08,11.24,22.42,183,19.51,25.0,89.89
15300.48,54.66,39.26,59.88,277,12.6,43.3,73.59
16245.78,20.87,41.38,56.9,284,51.11,43.67,72.82
39081.8,47.18,15.69,37.04,737,23.16,27.24,45.0
38231.99,41.92,37.55,33.67,680,42.39,42.16,45.0
32205.37,26.78,35.94,37.78,596,26.58,48.92,45.0
10424.7,52.7,16.24,49.19,219,27.02,25.0,85.38
3653.46,34.76,24.76,87.99,58,32.75,26.62,91.65
13359.26,31.75,24.8,71.09,197,20.42,33.08,81.87
11404.99,53.13,36.6,78.14,197,29.99,45.63,76.56
20731.11,45.54,39.32,50.45,382,44.57,50.0,66.71
31331.39,55.93,13.32,52.09,595,15.02,25.0,47.0
34474.59,45.2,29.7,26.35,614,25.97,36.18,45.0
33949.7,49.63,36.66,67.68,660,27.26,47.54,45.0
15027.35,53.46,37.52,43.73,241,43.82,43.53,76.5
27802.14,22.19,15.18,69.4,510,23.25,25.0,58.73
13200.53,51.04,28.39,42.72,234,32.54,30.17,79.93
3375.32,44.55,40.01,18.68,95,22.67,50.0,84.99
28361.05,22.78,21.15,23.84,479,6.21,37.3,62.92
1383.27,40.34,24.88,74.93,50,46.85,29.53,92.56
16958.12,23.3,38.15,30.69,302,35.12,50.0,70.85
13845.79,49.44,13.13,31.15,290,24.11,25.0,79.4
28041.72,41.86,40.08,84.35,489,31.11,50.0,56.06
30883.57,58.14,20.89,62.61,572,12.46,28.59,46.54
12859.69,27.33,10.05,19.14,213,20.08,25.0,85.63
32653.45,44.24,18.2,21.49,598,45.56,26.79,45.0
12462.75,28.46,13.13,31.79,217,21.35,25.0,85.88
18406.73,44.56,13.23,57.52,325,12.47,25.0,79.35
29353.72,48.91,34.25,70.23,484,7.79,42.06,59.26
28023.89,48.89,17.49,31.96,520,7.41,30.1,54.2
39507.37,52.6,42.72,79.65,691,39.05,50.0,45.0
9781.28,54.14,28.08,18.73,150,37.1,30.67,86.79
26830.4,23.09,26.1,26.61,449,48.03,31.98,64.9
24777.59,33.73,25.2,87.64,424,13.08,36.11,66.1
36688.84,47.48,34.24,20.78,680,6.7,42.65,45.0
7098.12,39.94,25.83,81.05,140,10.04,36.68,85.57
30320.13,27.63,14.5,66.31,568,25.91,25.0,48.75
23162.48,42.11,40.81,15.85,395,51.12,50.0,61.72
11711.97,36.3,24.99,48.7,218,14.87,33.96,79.63
19502.96,35.6,12.59,51.52,339,65.78,25.0,75.62
14017.29,52.39,28.53,84.57,279,6.84,37.74,78.11
23593.22,36.3,32.66,43.69,440,25.09,32.31,69.17
35671.02,21.06,19.65,45.74,632,8.91,25.0,45.0
23202.89,22.32,38.01,19.0,448,5.9,47.65,62.13
25637.17,54.25,33.44,61.13,479,11.12,35.43,67.01
21231.17,58.42,32.76,26.87,351,17.25,43.15,69.35
2995.45,47.54,24.73,16.2,50,23.92,32.1,92.25
10081.48,34.57,43.67,89.75,150,30.02,47.69,79.17
20188.07,57.54,19.6,31.57,408,18.87,26.94,72.82
13099.18,46.51,30.22,21.28,213,5.48,34.13,82.34
8088.78,53.77,20.82,65.96,194,8.21,30.14,88.36
20661.18,50.63,36.07,75.73,349,5.38,47.19,72.14
13589.58,35.17,11.67,15.13,218,22.63,25.0,84.21
11066.2,39.15,11.61,18.43,223,35.46,25.0,86.18
19095.43,27.45,38.38,17.21,370,21.87,47.86,68.31
6198.09,31.68,25.2,13.76,127,28.21,34.22,87.93
37182.08,51.13,21.94,62.76,693,17.0,30.78,45.0
34840.38,55.76,31.26,57.07,613,20.35,36.98,45.0
28597.2,48.98,34.57,63.02,541,19.24,41.88,50.14
5142.34,38.61,17.04,50.45,99,56.26,25.0,90.71
31259.21,23.46,16.49,75.4,559,38.88,25.0,45.51
32510.34,22.28,43.54,53.73,593,14.09,49.26,45.0
30942.82,34.97,30.64,83.5,589,6.95,36.65,45.0
5444.67,38.55,23.65,48.85,109,9.99,25.54,91.29
26112.41,44.36,38.05,73.25,421,6.82,41.44,66.32
33538.67,20.26,28.38,42.59,632,28.34,34.06,45.0
23516.78,59.59,18.46,44.82,448,42.82,25.0,68.25
26209.89,34.56,17.24,77.92,467,27.56,25.39,66.98
18876.18,53.92,23.89,18.61,346,34.49,35.13,72.56
21619.59,41.4,40.1,55.19,396,47.49,45.64,64.45
2340.7,25.22,12.15,68.11,50,46.62,25.0,92.83
